train__MAE,train__MSE,train__QLIKE,train__norm_MAE,train__norm_MSE,train__norm_QLIKE,train_loss,test__MAE,test__MSE,test__QLIKE,test__norm_MAE,test__norm_MSE,test__norm_QLIKE,test_loss,loss,lr
3.603531331314001e-05,3.6997128601635635e-08,0.3345010987032312,0.03603531256451196,0.036997128611048924,0.3345010990105382,0.33450106,3.377625251119e-05,5.943815841012544e-09,0.36128944088993825,0.033776251794623666,0.00594381592161868,0.36128943838601635,0.36128944,0.31551414728164673,1e-04
3.604267545758214e-05,3.699677278864815e-08,0.33448258240579926,0.036042674608363606,0.036996772762637214,0.33448258145168047,0.33448255,3.378320865383187e-05,5.942994502576024e-09,0.36131355398720866,0.033783207895399896,0.005942994599160732,0.36131355375040386,0.36131352,0.18749302625656128,1e-04
3.6049285003295175e-05,3.699645347793431e-08,0.33446526510023333,0.036049284119505,0.036996453449655686,0.3344652651517986,0.33446527,3.378946594850722e-05,5.942242925088517e-09,0.36133385097493076,0.03378946511177209,0.005942242998083073,0.3613338464007815,0.36133388,0.1946147382259369,1e-04
3.60533438376665e-05,3.699622963500089e-08,0.3344461567603478,0.03605334296585344,0.03699622959410161,0.3344461555625725,0.33444616,3.379248723937902e-05,5.9416436855347106e-09,0.3613327244487221,0.03379248642568442,0.0059416437368144705,0.36133271958079194,0.3613327,0.18466028571128845,1e-04
3.605653389413404e-05,3.6996047426594917e-08,0.3344282095879312,0.03605653310726019,0.036996047389584015,0.3344282085199322,0.3344282,3.3794577532495747e-05,5.941131418206127e-09,0.36132737377863994,0.03379457666093996,0.005941131495052119,0.36132737021236605,0.3613274,0.20815961062908173,1e-04
3.605524935491727e-05,3.69960225876193e-08,0.3344020774966644,0.03605524856532397,0.036996022669783454,0.33440207945271105,0.3344021,3.3790520940706635e-05,5.940802673376619e-09,0.36127607573769555,0.033790520137637246,0.005940802722134135,0.3612760714148089,0.36127606,0.12344729900360107,1e-04
3.605109872016085e-05,3.699609916582214e-08,0.3343728619715779,0.03605109789891787,0.036996099213958245,0.334372864908786,0.3343729,3.378279810359256e-05,5.940636450131419e-09,0.3611998846837635,0.033782797426062314,0.005940636533619127,0.36119988003142506,0.36119992,0.20361371338367462,1e-04
3.604909225551146e-05,3.699611336097895e-08,0.33434955415267215,0.03604909142830885,0.03699611334415778,0.3343495526582999,0.33434954,3.377815910315656e-05,5.940408233653547e-09,0.36114812454144024,0.033778158271791786,0.005940408276729462,0.3611481180237921,0.36114815,0.26207470893859863,1e-04
3.6045766162869596e-05,3.6996174899452096e-08,0.33432515730133905,0.03604576538100068,0.03699617491494365,0.33432515827285325,0.3343252,3.3771886012690366e-05,5.940264605179767e-09,0.36108574002595595,0.03377188536264707,0.005940264700960558,0.36108573872438254,0.36108574,0.24479708075523376,1e-04
3.603887805863813e-05,3.69963593263295e-08,0.33429437275971247,0.03603887737293337,0.036996359408424384,0.33429437726396366,0.33429435,3.376090605850288e-05,5.940277842492309e-09,0.3609876123907599,0.03376090537254176,0.005940277911950133,0.36098761027708076,0.36098763,0.11444121599197388,1e-04
3.60316822522787e-05,3.6996552816631916e-08,0.33426526155539843,0.036031681482213335,0.03699655288100761,0.33426526235227505,0.3342653,3.3749772479111125e-05,5.940346721065478e-09,0.3608907807131418,0.03374977166986295,0.005940346787349572,0.3608907737775767,0.3608908,0.3597167432308197,1e-04
